handle,platform,followers,average_likes,average_comments,average_views,gcc_audience_pct,saudi_audience_pct,uae_audience_pct,female_audience_pct,beauty_content_pct,fashion_content_pct,luxury_content_pct,lifestyle_content_pct,sponsored_content_pct,content_consistency_score,comment_quality_score,success,is_synthetic
@synthetic_creator_0364,instagram,230957,11896,556,73695,66.7,38.5,11.9,44.4,57.3,5.2,25.3,17.3,7.3,0.744,0.786,1,True
@synthetic_creator_0365,youtube,1587620,85281,5006,242520,50.2,27.8,5.2,65.9,30.0,14.0,8.0,12.5,9.1,0.862,0.853,0,True
@synthetic_creator_0366,instagram,109940,414,22,35911,94.1,52.0,12.8,60.6,12.9,25.2,6.4,21.2,12.5,0.555,0.574,0,True
@synthetic_creator_0367,instagram,100037,10779,244,14256,44.5,17.0,15.7,58.1,25.4,17.1,8.2,12.9,32.4,0.785,0.425,0,True
@synthetic_creator_0368,snapchat,342068,8693,373,19443,59.5,31.6,18.5,32.6,54.6,42.2,14.5,0.0,14.6,0.647,0.695,0,True
@synthetic_creator_0369,instagram,739154,53407,588,78538,70.2,38.6,20.6,75.2,21.5,28.4,0.0,20.6,15.1,0.676,0.604,1,True
@synthetic_creator_0370,tiktok,272041,15172,903,15663,33.2,17.5,8.6,46.5,49.0,18.1,14.3,23.9,1.6,0.774,0.851,1,True
@synthetic_creator_0371,tiktok,1322127,82013,1890,504354,53.2,19.9,8.3,65.9,17.5,23.0,12.6,29.4,25.6,0.603,0.662,0,True
@synthetic_creator_0372,tiktok,750243,15401,665,300091,48.3,28.5,4.2,52.9,14.7,43.3,0.0,7.7,20.3,0.6,0.525,0,True
@synthetic_creator_0373,instagram,736882,35444,1859,233429,42.2,13.9,18.9,59.2,43.2,38.6,27.9,17.3,0.6,0.624,0.951,0,True
@synthetic_creator_0374,instagram,521747,35905,647,45832,44.0,23.6,10.8,82.3,12.5,7.9,24.6,17.5,41.4,0.472,0.333,0,True
@synthetic_creator_0375,youtube,4382735,96480,5054,1598080,82.8,39.3,29.1,73.0,46.5,14.8,2.0,15.9,5.8,0.52,0.491,0,True
@synthetic_creator_0376,youtube,209778,6706,71,65098,40.0,16.0,7.1,82.0,37.0,32.1,0.0,16.1,0.9,0.721,0.807,1,True
@synthetic_creator_0377,instagram,24240,1413,45,4030,69.2,43.1,11.6,70.0,12.5,30.3,12.3,15.4,43.8,0.745,0.837,1,True
@synthetic_creator_0378,instagram,1839685,36339,1221,415395,62.9,23.3,29.7,70.9,28.6,9.2,0.0,17.1,3.9,0.834,0.752,0,True
@synthetic_creator_0379,instagram,154934,3338,95,43631,20.1,13.5,2.0,38.3,19.0,36.2,23.6,22.4,12.3,0.841,0.636,1,True
@synthetic_creator_0380,instagram,305424,18177,714,17842,68.0,44.4,5.6,60.2,37.0,11.6,5.3,27.2,17.1,0.717,0.643,1,True
@synthetic_creator_0381,youtube,1291688,35979,2005,291326,19.7,8.7,6.5,61.6,67.8,44.6,26.2,7.4,5.1,0.594,0.715,0,True
@synthetic_creator_0382,snapchat,39233,235,6,12018,70.7,29.8,22.7,83.4,22.6,32.9,1.8,13.3,27.4,0.913,0.813,1,True
@synthetic_creator_0383,instagram,59755,1970,76,6924,42.3,15.0,21.1,57.4,40.7,8.0,8.9,10.8,15.8,0.953,0.936,0,True
@synthetic_creator_0384,snapchat,39279,691,37,8065,55.2,36.8,13.7,69.0,30.5,17.1,22.7,9.3,14.9,0.567,0.727,0,True
@synthetic_creator_0385,youtube,103469,5562,270,24458,22.6,12.5,6.6,68.4,30.5,16.8,6.8,0.0,14.5,0.662,0.462,0,True
@synthetic_creator_0386,tiktok,454777,1493,17,139820,58.1,18.2,8.4,82.4,26.7,27.4,12.7,15.2,11.8,0.646,0.782,0,True
@synthetic_creator_0387,snapchat,503342,20505,1171,195074,78.2,39.4,18.9,63.0,12.9,21.9,20.9,19.8,22.8,0.668,0.538,1,True
@synthetic_creator_0388,instagram,373819,9650,119,129676,34.8,11.6,17.1,77.4,36.7,7.8,4.4,13.4,3.0,0.939,0.459,1,True
@synthetic_creator_0389,youtube,49250,740,29,13175,39.8,21.1,8.6,39.4,24.2,4.1,0.0,14.9,9.0,0.835,0.931,1,True
@synthetic_creator_0390,instagram,16778,720,27,4266,66.4,33.4,25.6,40.8,11.9,33.2,0.0,19.2,8.3,0.789,0.925,1,True
@synthetic_creator_0391,instagram,286422,8483,418,74789,67.0,22.3,26.4,30.7,50.3,29.3,15.8,29.1,9.3,0.553,0.514,1,True
@synthetic_creator_0392,tiktok,152339,1799,31,36685,0.0,0.0,0.0,76.8,32.0,26.6,13.9,10.8,20.3,0.919,0.814,0,True
@synthetic_creator_0393,instagram,465684,27031,512,32959,100.0,40.5,30.1,75.1,25.4,29.1,20.6,3.3,16.1,0.713,0.553,1,True
@synthetic_creator_0394,tiktok,623026,30170,1436,183421,68.2,35.2,20.4,78.5,56.8,15.7,7.3,14.1,10.2,0.72,0.714,1,True
@synthetic_creator_0395,instagram,316756,10096,176,95254,72.4,40.2,7.7,54.8,0.0,27.8,0.0,33.8,12.4,0.825,0.615,1,True
@synthetic_creator_0396,instagram,668077,47042,1574,153235,51.4,35.2,6.6,56.5,55.5,63.1,0.0,3.4,21.7,0.981,0.746,0,True
@synthetic_creator_0397,tiktok,353293,10688,497,125290,8.6,4.3,2.7,63.2,12.4,42.6,38.7,21.5,36.9,0.293,0.632,0,True
@synthetic_creator_0398,instagram,506904,33999,1447,144646,71.9,47.9,7.0,86.7,34.2,20.7,15.3,26.6,4.3,0.565,0.671,1,True
@synthetic_creator_0399,instagram,115196,1523,31,20381,40.9,18.1,9.3,90.4,18.2,17.1,11.4,0.0,25.1,0.874,0.826,0,True
@synthetic_creator_0400,instagram,216309,1865,46,12306,68.6,44.1,15.0,76.9,11.5,0.0,12.8,19.1,6.9,0.779,0.669,1,True
@synthetic_creator_0401,snapchat,339806,8689,507,24026,49.5,19.5,20.0,70.0,56.3,41.0,0.0,21.0,29.7,0.645,0.947,0,True
@synthetic_creator_0402,tiktok,718293,31389,1018,124357,61.0,35.5,13.0,85.0,67.1,36.8,2.1,12.3,15.4,0.885,0.402,1,True
@synthetic_creator_0403,instagram,167294,2905,35,35422,35.6,12.0,18.3,61.2,25.6,16.8,27.4,8.5,4.5,0.76,0.672,0,True
@synthetic_creator_0404,tiktok,501520,12710,266,54367,76.6,53.2,17.7,59.1,36.7,3.5,16.6,9.1,16.6,0.653,0.925,1,True
@synthetic_creator_0405,tiktok,195046,6429,174,22677,25.3,17.2,3.9,63.1,31.1,7.7,2.4,11.7,7.8,0.949,0.717,0,True
@synthetic_creator_0406,instagram,233036,7536,451,30428,100.0,47.7,15.5,50.3,64.6,31.7,0.0,12.0,5.5,0.699,0.529,1,True
@synthetic_creator_0407,instagram,726085,20004,502,234655,100.0,51.0,32.6,62.4,0.0,23.7,4.8,10.1,14.3,0.861,0.669,1,True
@synthetic_creator_0408,tiktok,24546,749,8,7853,95.8,51.7,15.3,48.2,37.5,35.4,6.8,11.6,8.6,0.393,0.821,1,True
@synthetic_creator_0409,instagram,56626,2070,73,10420,86.9,35.6,36.2,80.4,15.5,26.3,30.5,26.9,2.0,0.595,0.509,1,True
@synthetic_creator_0410,youtube,45314,8076,114,4999,52.9,30.1,12.6,73.2,0.0,39.5,8.1,2.9,34.5,0.698,0.577,1,True
@synthetic_creator_0411,instagram,16312,266,6,1448,84.2,48.8,15.4,86.4,22.8,30.5,0.0,0.0,9.5,0.897,0.591,1,True
@synthetic_creator_0412,tiktok,118905,1804,107,9571,52.6,26.8,13.8,40.6,67.0,37.4,9.4,27.1,3.7,0.952,0.771,1,True
@synthetic_creator_0413,instagram,659555,14788,668,123302,16.2,5.8,5.4,93.5,16.9,0.0,12.6,13.1,4.4,0.765,0.443,0,True
@synthetic_creator_0414,tiktok,190639,6583,82,12570,92.6,61.8,23.2,41.4,45.8,6.5,0.0,11.1,8.9,0.716,0.691,0,True
@synthetic_creator_0415,snapchat,340220,6008,194,56739,83.2,28.8,17.9,47.0,54.0,19.5,14.0,13.9,44.0,0.807,0.608,1,True
@synthetic_creator_0416,instagram,991586,47424,881,383284,54.2,29.9,18.4,55.7,29.7,41.2,22.1,17.1,13.3,0.446,0.659,1,True
@synthetic_creator_0417,instagram,1320107,52906,854,300491,24.4,8.3,3.5,84.6,32.4,53.2,11.4,9.8,0.5,0.953,0.752,1,True
@synthetic_creator_0418,tiktok,246973,7758,305,83458,40.3,14.5,17.1,68.4,0.0,22.5,2.0,20.1,1.3,0.74,0.951,1,True
@synthetic_creator_0419,instagram,1361779,48041,1695,129700,9.5,2.9,4.9,61.3,15.7,15.8,4.7,5.4,22.5,0.383,0.619,0,True
@synthetic_creator_0420,instagram,299704,1212,57,43105,78.6,35.0,19.0,53.1,48.1,0.0,0.0,12.0,4.7,0.601,0.528,1,True
@synthetic_creator_0421,tiktok,98235,2486,135,37456,14.9,8.3,1.6,44.4,31.2,38.0,8.7,0.0,25.1,0.593,0.775,0,True
@synthetic_creator_0422,instagram,131494,5463,122,24226,62.2,31.6,20.9,82.0,37.3,16.7,13.1,26.7,3.9,0.824,0.521,1,True
@synthetic_creator_0423,instagram,45404,482,27,12574,33.9,19.3,10.3,77.0,32.7,69.4,1.0,13.2,22.3,0.879,0.629,0,True
@synthetic_creator_0424,instagram,92433,4151,149,36200,19.3,11.0,3.3,85.3,73.8,13.9,29.4,21.7,5.5,0.898,0.685,0,True
@synthetic_creator_0425,instagram,174622,4821,110,42393,61.0,21.7,20.1,71.0,21.4,56.6,17.9,19.8,10.4,0.776,0.575,0,True
@synthetic_creator_0426,youtube,703836,7441,389,110411,46.7,15.1,21.7,25.4,62.1,36.2,0.0,20.5,10.4,0.557,0.863,0,True
@synthetic_creator_0427,instagram,2115758,107023,1260,499703,76.0,41.8,10.8,46.3,32.7,9.6,0.0,14.9,10.2,0.546,0.473,0,True
@synthetic_creator_0428,instagram,51091,3853,146,3531,23.3,13.1,5.9,72.0,63.9,28.5,0.2,18.9,16.4,0.733,0.746,1,True
@synthetic_creator_0429,tiktok,429936,11387,524,38405,36.1,18.9,7.9,59.5,5.5,36.6,25.7,5.4,0.9,0.735,0.719,0,True
@synthetic_creator_0430,youtube,76983,926,22,4042,0.0,0.0,0.0,56.6,33.7,21.6,18.9,3.3,5.5,0.908,0.148,0,True
@synthetic_creator_0431,instagram,474319,10288,547,170505,0.4,0.2,0.1,48.5,22.1,37.6,26.2,14.0,1.0,0.541,0.621,0,True
@synthetic_creator_0432,tiktok,229279,4250,93,65332,100.0,33.0,26.4,79.2,32.8,37.2,10.1,8.2,35.6,0.953,0.769,1,True
@synthetic_creator_0433,tiktok,29819,1820,94,4604,100.0,55.3,34.0,71.8,54.4,33.9,7.9,29.3,9.0,0.778,0.91,1,True
@synthetic_creator_0434,instagram,817459,51963,723,104149,57.3,20.0,20.2,72.5,37.6,24.8,0.0,18.8,20.8,0.588,0.92,0,True
@synthetic_creator_0435,instagram,129832,7871,141,37531,34.4,19.3,7.7,55.5,54.4,7.4,13.5,7.8,2.8,0.913,0.495,0,True
@synthetic_creator_0436,tiktok,141395,6803,197,52575,47.5,22.2,11.5,67.6,16.6,23.8,8.0,12.3,1.3,0.915,0.542,1,True
@synthetic_creator_0437,instagram,74332,2508,132,11499,76.8,45.1,14.0,44.9,13.5,27.6,7.7,16.3,10.1,0.88,0.683,1,True
@synthetic_creator_0438,instagram,122376,665,11,19891,42.1,13.5,19.8,63.1,30.3,0.0,26.2,14.3,10.0,0.504,0.683,0,True
@synthetic_creator_0439,tiktok,448412,6898,370,156488,60.9,31.8,17.7,27.1,29.2,27.5,8.7,17.7,6.8,0.707,0.859,1,True
@synthetic_creator_0440,instagram,213823,9306,199,77549,54.7,19.6,23.3,41.5,26.3,23.5,23.3,15.7,12.4,0.997,0.711,1,True
@synthetic_creator_0441,instagram,398074,9470,308,147252,40.8,23.4,7.9,60.2,10.8,5.6,0.0,1.1,4.2,0.709,0.572,0,True
@synthetic_creator_0442,instagram,414283,10116,279,63221,41.8,14.6,9.7,100.0,54.0,20.0,36.9,0.0,36.0,0.512,0.555,1,True
@synthetic_creator_0443,youtube,1309026,17873,284,120573,62.3,20.5,10.5,38.0,22.7,20.3,6.3,11.3,3.4,0.874,0.788,0,True
@synthetic_creator_0444,tiktok,177843,5428,310,36279,30.6,17.9,8.4,46.3,58.5,54.0,17.1,20.6,15.9,0.699,0.954,0,True
@synthetic_creator_0445,instagram,45604,1230,39,7001,66.3,21.6,20.1,68.3,30.3,28.3,18.7,11.4,39.1,0.66,0.765,0,True
@synthetic_creator_0446,instagram,965756,16920,753,347047,43.2,16.8,13.3,91.5,43.0,40.5,5.0,27.4,5.1,0.604,0.249,0,True
@synthetic_creator_0447,snapchat,180270,5582,216,11324,58.2,36.6,10.4,68.0,41.2,23.2,18.2,14.5,15.9,0.571,0.835,1,True
@synthetic_creator_0448,tiktok,1022244,62017,2175,277905,89.6,55.9,15.5,75.5,13.5,0.0,18.7,28.6,3.8,0.671,0.236,1,True
@synthetic_creator_0449,tiktok,425088,17251,704,156076,50.8,32.6,11.1,59.9,37.3,35.1,2.9,26.5,26.5,0.544,0.672,0,True
@synthetic_creator_0450,instagram,229265,2478,136,89833,78.0,33.6,25.1,57.3,68.6,15.1,3.0,25.5,2.4,0.829,0.658,1,True
@synthetic_creator_0451,instagram,407799,7953,357,113182,10.2,5.2,3.9,66.2,35.0,20.0,10.5,3.0,12.1,0.769,0.786,0,True
@synthetic_creator_0452,instagram,2789059,110801,4057,1066739,43.2,26.3,4.8,55.1,48.0,9.2,8.8,15.2,22.2,0.475,0.752,1,True
@synthetic_creator_0453,youtube,3244191,150818,6373,248118,55.7,19.8,19.6,75.9,43.9,26.1,23.9,27.2,7.4,0.899,0.963,1,True
@synthetic_creator_0454,youtube,291634,7693,310,51253,100.0,59.0,9.8,40.9,36.1,41.0,17.0,17.7,19.0,0.682,0.584,1,True
@synthetic_creator_0455,instagram,325210,34838,1102,17252,6.0,2.0,2.7,78.3,33.7,39.0,9.3,20.5,52.3,0.451,0.574,0,True
@synthetic_creator_0456,tiktok,976263,11451,472,384075,52.6,35.0,10.0,65.6,40.9,48.8,16.1,1.1,3.7,0.924,0.774,0,True
@synthetic_creator_0457,youtube,97266,4408,141,35594,91.4,50.7,18.6,61.8,45.3,50.9,0.0,34.2,23.2,0.828,0.589,1,True
@synthetic_creator_0458,youtube,400185,25770,1233,23938,35.4,17.6,12.1,40.4,3.0,0.0,3.8,7.1,53.6,0.591,0.428,1,True
@synthetic_creator_0459,instagram,260137,4176,244,14657,49.7,24.5,11.9,50.3,34.9,7.1,12.9,0.0,9.6,0.465,0.827,0,True
@synthetic_creator_0460,instagram,391088,22099,1281,69785,63.3,23.6,13.4,83.0,26.3,0.0,21.2,11.5,1.6,0.625,0.744,1,True
@synthetic_creator_0461,snapchat,98711,3351,171,13867,59.6,26.1,16.2,61.9,22.2,34.5,12.0,0.0,7.7,0.819,0.477,0,True
@synthetic_creator_0462,instagram,39835,1532,61,13799,94.1,55.6,9.3,69.2,55.9,14.6,24.6,4.1,1.2,0.822,0.769,1,True
@synthetic_creator_0463,instagram,22301,705,33,2367,66.2,34.2,23.7,51.8,15.3,17.7,18.7,40.6,24.9,0.509,0.594,1,True
@synthetic_creator_0464,instagram,70202,634,11,22936,88.2,45.1,27.5,64.6,2.1,21.8,5.1,11.2,18.1,0.799,0.592,1,True
@synthetic_creator_0465,instagram,154753,8909,302,37769,46.0,17.4,18.8,44.4,45.9,30.7,8.6,0.7,6.5,0.928,0.885,1,True
@synthetic_creator_0466,instagram,188748,1385,31,34368,36.5,21.0,11.2,66.5,1.6,2.7,14.1,15.3,2.5,0.366,0.642,0,True
@synthetic_creator_0467,tiktok,2743314,56022,570,277079,49.4,22.5,18.1,70.6,0.0,6.1,5.5,6.0,42.4,0.883,0.559,0,True
@synthetic_creator_0468,snapchat,1011749,47107,2748,403882,26.0,9.7,7.5,69.8,48.2,25.0,25.3,23.6,5.7,0.373,0.357,0,True
@synthetic_creator_0469,instagram,84583,3336,177,22524,67.1,45.5,5.9,51.4,33.2,43.0,0.0,6.1,25.6,0.851,0.667,1,True
@synthetic_creator_0470,snapchat,407277,10045,358,82996,45.4,22.8,9.6,59.9,39.5,24.6,13.2,17.7,19.6,0.565,0.694,0,True
@synthetic_creator_0471,youtube,164638,3562,80,29617,38.2,19.5,14.2,73.1,21.2,13.1,17.4,3.5,30.2,0.917,0.867,0,True
@synthetic_creator_0472,tiktok,190758,6573,293,70009,67.5,46.7,16.0,61.8,2.3,0.0,6.9,41.0,12.5,0.812,0.575,1,True
@synthetic_creator_0473,tiktok,335169,3214,102,113091,26.4,11.8,9.7,60.7,6.3,39.3,4.6,20.0,19.3,0.61,0.653,0,True
@synthetic_creator_0474,youtube,564110,15138,759,188364,74.3,50.3,7.7,93.6,24.6,14.0,9.2,13.5,6.7,0.691,0.843,0,True
@synthetic_creator_0475,tiktok,178597,6807,408,47447,43.0,24.9,5.8,50.7,4.6,7.8,18.1,12.1,16.1,0.547,0.567,0,True
@synthetic_creator_0476,instagram,961857,1971,54,347023,84.0,46.5,27.3,81.2,36.1,0.0,5.0,9.5,40.2,0.671,0.518,0,True
@synthetic_creator_0477,snapchat,68164,6858,152,10548,45.2,17.8,7.8,47.7,20.8,3.4,0.0,7.4,7.0,0.893,0.49,1,True
@synthetic_creator_0478,instagram,270386,10905,254,80114,70.8,22.7,26.5,74.8,33.7,10.6,21.5,7.1,1.9,0.498,0.494,1,True
@synthetic_creator_0479,youtube,6059927,355172,5209,1160819,59.5,28.3,13.3,75.6,33.1,21.4,14.0,31.8,1.2,0.777,0.749,0,True
@synthetic_creator_0480,instagram,350703,7845,233,91182,73.6,22.4,19.5,57.3,37.7,6.9,20.1,9.5,32.5,0.635,0.45,1,True
@synthetic_creator_0481,instagram,1498323,144068,1566,598360,57.7,19.0,23.5,46.7,40.0,27.8,17.6,0.0,51.4,0.675,0.499,0,True
@synthetic_creator_0482,tiktok,299486,21600,339,118172,13.4,7.2,4.8,35.4,23.1,21.3,31.8,3.3,27.9,0.67,0.628,0,True
@synthetic_creator_0483,tiktok,538709,47159,1112,123588,80.2,47.3,21.9,55.8,33.7,58.3,21.1,24.3,6.9,0.747,0.637,1,True
@synthetic_creator_0484,instagram,250661,10552,189,62878,52.8,19.4,16.4,72.9,34.7,0.0,2.8,12.5,7.2,0.501,0.816,0,True
@synthetic_creator_0485,youtube,218711,13929,649,79624,74.7,44.3,14.1,48.8,0.0,27.4,14.7,13.7,7.6,0.722,0.635,1,True
@synthetic_creator_0486,instagram,105305,3679,56,41592,72.3,49.1,17.2,66.5,42.9,27.6,4.4,26.7,30.8,0.46,0.953,1,True
@synthetic_creator_0487,instagram,449711,16978,904,145037,35.7,21.3,7.9,42.9,33.0,9.5,5.5,7.2,22.0,0.768,0.812,1,True
@synthetic_creator_0488,tiktok,96582,971,20,7032,32.1,19.7,6.2,61.5,41.3,26.4,0.0,21.3,12.3,0.506,0.809,1,True
@synthetic_creator_0489,instagram,596421,15926,245,97171,71.4,41.4,18.3,47.8,4.3,36.5,7.1,8.3,4.3,0.584,0.43,0,True
@synthetic_creator_0490,instagram,986920,99964,1050,359038,47.4,18.5,9.9,63.8,23.7,26.4,15.5,20.8,3.8,0.491,0.418,1,True
@synthetic_creator_0491,instagram,416581,10646,487,132857,78.4,34.8,10.4,57.5,8.2,45.8,9.3,11.1,28.0,0.802,0.553,1,True
@synthetic_creator_0492,instagram,190327,3765,85,58959,50.5,34.4,11.5,47.1,44.9,0.0,0.0,12.6,2.1,0.77,0.655,0,True
@synthetic_creator_0493,snapchat,462665,13187,467,131291,80.6,45.5,19.8,55.1,1.9,12.4,0.0,23.2,5.8,0.913,0.798,1,True
@synthetic_creator_0494,instagram,185274,1539,23,36191,65.6,40.4,7.5,51.0,11.4,47.1,31.1,22.5,9.8,0.613,0.749,1,True
@synthetic_creator_0495,tiktok,824602,62470,3702,157609,62.2,42.8,7.4,45.3,40.7,38.7,13.3,13.3,9.1,0.522,0.533,1,True
@synthetic_creator_0496,tiktok,29801,1729,28,9927,45.6,17.9,22.0,81.2,17.4,33.1,1.8,10.3,28.2,0.709,0.836,1,True
@synthetic_creator_0497,instagram,179381,2188,66,27413,60.8,26.1,20.2,59.6,11.4,43.5,14.6,31.0,0.8,0.69,0.82,1,True
@synthetic_creator_0498,snapchat,24612,634,33,7129,84.8,47.3,21.8,32.0,48.1,0.0,31.9,20.9,30.5,0.734,0.67,1,True
@synthetic_creator_0499,instagram,44619,358,7,13571,53.6,16.6,9.0,55.7,49.0,36.9,16.2,11.1,5.9,0.679,0.935,1,True
@synthetic_creator_0500,instagram,1378676,67164,1568,476462,68.3,36.1,25.2,78.7,44.4,41.0,0.0,8.5,17.4,0.49,0.23,0,True
@synthetic_creator_0501,tiktok,785614,18553,935,127238,56.2,35.0,15.6,53.6,47.0,15.1,36.5,25.2,25.4,0.943,0.612,0,True
@synthetic_creator_0502,tiktok,113167,1853,43,35043,58.1,31.6,14.0,87.5,25.4,64.4,0.0,16.2,2.0,0.808,0.409,1,True
@synthetic_creator_0503,instagram,44222,4251,43,3859,98.1,41.0,22.0,52.2,25.9,27.9,7.9,13.4,2.2,0.514,0.91,1,True
@synthetic_creator_0504,youtube,7650,317,9,752,85.0,50.1,21.6,72.6,17.0,0.0,0.0,16.1,38.0,0.721,0.644,1,True
@synthetic_creator_0505,snapchat,139777,4114,43,27405,57.0,20.4,25.6,80.5,33.4,30.7,2.6,18.4,13.1,0.823,0.954,1,True
@synthetic_creator_0506,instagram,4898786,200477,11124,339628,60.4,39.7,13.9,71.8,19.4,14.2,12.8,14.4,10.8,0.788,0.352,0,True
@synthetic_creator_0507,tiktok,452191,15081,634,172598,37.5,12.7,19.4,44.4,21.3,42.5,0.0,27.0,3.4,0.616,0.455,0,True
@synthetic_creator_0508,instagram,137106,4821,188,50134,50.7,32.7,10.5,50.9,42.0,33.2,9.1,27.6,2.6,0.974,0.837,0,True
@synthetic_creator_0509,instagram,468877,8683,174,31474,62.7,31.3,12.3,82.6,53.7,16.0,21.5,20.3,7.8,0.738,0.588,1,True
@synthetic_creator_0510,instagram,41227,3399,152,14157,76.3,36.0,20.1,52.9,38.0,47.5,1.6,28.7,27.3,0.784,0.656,1,True
@synthetic_creator_0511,instagram,187814,6547,287,42841,73.7,36.9,25.4,79.6,65.9,39.1,0.0,15.1,20.3,0.804,0.868,1,True
@synthetic_creator_0512,tiktok,302359,6108,79,89403,27.3,10.4,6.1,58.5,15.9,12.6,8.6,21.9,2.8,0.54,0.754,0,True
@synthetic_creator_0513,instagram,241996,8595,464,87221,79.4,38.4,13.9,67.1,0.0,22.7,6.6,25.0,14.9,0.439,0.384,0,True
@synthetic_creator_0514,instagram,693126,17626,686,174626,52.8,33.8,12.1,44.2,44.3,32.8,4.0,25.2,1.0,0.881,0.778,0,True
@synthetic_creator_0515,instagram,405783,5257,260,36810,30.3,18.8,5.4,55.9,14.6,19.5,0.0,24.2,28.0,0.828,0.65,0,True
@synthetic_creator_0516,instagram,598385,39259,908,30459,88.4,32.3,38.7,51.9,24.5,20.0,15.2,21.3,10.7,0.56,0.433,1,True
@synthetic_creator_0517,tiktok,117471,523,8,26304,91.6,52.1,11.3,68.4,0.0,25.6,16.0,34.6,2.2,0.797,0.654,1,True
@synthetic_creator_0518,instagram,788098,11094,500,301235,61.6,39.6,8.8,66.4,12.0,9.0,0.0,9.6,13.2,0.783,0.885,1,True
@synthetic_creator_0519,instagram,1894990,94242,4683,474538,72.7,45.7,9.8,71.9,0.0,0.0,0.7,13.4,7.4,0.81,0.83,0,True
@synthetic_creator_0520,instagram,83769,5781,169,15122,74.2,34.9,24.3,57.6,21.3,28.6,11.4,12.9,12.1,0.865,0.682,1,True
@synthetic_creator_0521,instagram,92481,1741,19,5624,89.9,28.7,40.1,51.0,22.1,0.0,0.4,11.3,32.6,0.663,0.827,0,True
@synthetic_creator_0522,tiktok,1332998,25930,1320,493532,73.2,49.2,11.4,67.7,31.8,10.1,11.8,0.0,26.4,0.612,0.518,1,True
@synthetic_creator_0523,instagram,213285,4378,88,35086,21.8,10.0,5.8,49.6,54.8,0.0,24.7,28.7,25.5,0.764,0.429,0,True
@synthetic_creator_0524,tiktok,1446396,45308,1221,429105,100.0,44.4,15.5,81.2,43.5,0.3,9.4,4.7,28.9,0.694,0.873,1,True
@synthetic_creator_0525,tiktok,157780,2284,94,46226,81.6,49.3,20.1,63.3,0.0,31.4,0.0,16.7,6.8,0.408,0.32,0,True
@synthetic_creator_0526,instagram,1538094,68241,1023,213578,42.3,17.1,20.0,60.1,42.2,21.7,13.9,0.8,59.9,0.307,0.722,1,True
@synthetic_creator_0527,instagram,314199,11174,151,22723,29.3,18.5,7.1,71.9,32.2,21.1,8.2,21.2,8.3,0.895,0.935,1,True
@synthetic_creator_0528,instagram,365811,10517,118,67583,67.6,22.3,15.1,63.9,28.0,5.3,8.5,7.1,74.4,0.827,0.519,1,True
@synthetic_creator_0529,instagram,1754442,77279,4314,282457,48.0,28.6,11.1,40.1,29.5,15.2,14.8,3.6,6.6,0.609,0.488,0,True
@synthetic_creator_0530,instagram,173837,7032,179,51297,63.2,43.4,7.5,49.1,34.1,30.6,16.9,16.9,3.5,0.86,0.759,0,True
@synthetic_creator_0531,snapchat,86738,2282,98,29224,73.6,51.4,4.8,80.9,16.2,24.2,10.4,8.0,10.9,0.741,0.797,0,True
@synthetic_creator_0532,instagram,156642,7744,460,20027,40.8,27.3,4.2,66.3,26.4,37.3,9.4,9.3,0.0,0.795,0.454,0,True
@synthetic_creator_0533,instagram,461760,74169,3224,108458,27.1,17.6,2.5,39.8,53.7,39.5,30.6,16.7,12.9,0.754,0.39,0,True
@synthetic_creator_0534,youtube,40990,1663,60,2632,64.6,26.6,12.1,70.3,15.9,21.2,22.0,23.0,28.7,0.7,0.801,1,True
@synthetic_creator_0535,snapchat,576635,23131,833,72073,41.7,28.6,8.8,56.6,9.4,0.0,18.3,6.8,0.7,0.75,0.81,1,True
@synthetic_creator_0536,instagram,140571,4047,116,44507,58.7,39.4,7.2,51.9,28.8,13.7,11.3,5.1,28.0,0.929,0.406,0,True
@synthetic_creator_0537,instagram,1063818,36140,1445,348601,21.4,11.0,6.8,47.8,7.4,23.5,0.0,15.2,12.7,0.452,0.889,0,True
@synthetic_creator_0538,instagram,15167,737,42,4879,48.7,22.4,20.2,80.0,0.0,13.4,21.3,20.4,6.9,0.468,0.461,1,True
@synthetic_creator_0539,youtube,104414,4019,198,10424,72.9,25.0,26.0,35.5,23.1,9.2,11.4,29.6,40.0,0.559,0.752,0,True
@synthetic_creator_0540,tiktok,35462,391,12,8612,70.1,37.6,16.0,52.4,59.0,26.0,4.2,4.3,0.4,0.828,0.486,1,True
@synthetic_creator_0541,instagram,99560,4138,110,19707,35.3,20.5,9.6,66.8,29.2,61.5,7.6,11.8,14.5,0.581,0.64,0,True
@synthetic_creator_0542,instagram,361204,10220,553,143405,25.8,11.9,3.6,88.7,33.6,17.7,0.3,26.8,9.5,0.949,0.571,1,True
@synthetic_creator_0543,instagram,216409,1553,26,60361,55.4,25.6,13.6,73.3,0.0,25.0,20.6,34.7,14.9,0.851,0.829,1,True
@synthetic_creator_0544,tiktok,197985,1683,88,74703,69.0,36.5,16.2,52.3,38.8,5.3,16.8,5.1,31.1,0.855,0.478,1,True
@synthetic_creator_0545,instagram,221677,1997,45,22361,65.1,20.3,31.3,87.9,31.9,43.7,11.8,7.6,19.6,0.731,0.544,0,True
@synthetic_creator_0546,instagram,342513,3561,163,71176,42.2,28.8,9.2,44.7,16.7,38.1,9.6,18.8,3.4,0.768,0.718,0,True
